C4,1
C5,1
C13,2
C14,2
C15,2
C19,3
C20,3
C25,3
C0,4
C1,4
C2,4
C3,4
C6,4
C9,4
C12,4
C16,4
C18,4
C21,4
C24,4
C10,5
C11,5
C7,6
C8,6
C17,6
C22,6
C23,6
